study,request_id,prompt,answer
Braman751,Braman751_3,"# Task description 
Below you will see a sample of text that was shown to participants in a social science study. Your task is to guess who authored the study.
- Make FIVE guesses about possible authors of the study.
- Write each author's first and last names only (no initials, titles, etc)
- If you don't know, make your best guess. You will be graded as correct if any of the study's true authors match any of your guesses. DO NOT say ""I don't know"", or write placeholder answers like ""John Doe"".
- Provide your each answer wrapped in `author` tags, like this: <author>firstname lastname</author>

# Study text


PLEASE READ THE ARTICLE CAREFULLY. After the article we will be asking you some questions about your reaction to the article and information presented.

New Federal Gun Regulations Raise Constitutional Concerns
 (AP - 7/1/16) Congress is considering federal legislation that would require background checks for all gun buyers, including those who purchase from private sellers, currently exempt from such regulations. The proposed legislation would also limit the sale and manufacture of ammunition in automatic magazines to ten rounds. A recent public opinion poll indicates “under 15%” of Americans support federal legislation addressing gun violence in these specific respects.

Gun rights advocates say that the proposed legislation is a violation of their Second Amendment rights.  They also argue that the federal law infringes on States’ police powers to regulate for the health, safety and morals of local citizens. James Lott, a representative from the National Rifle Association says, “this is just another example of Congress trying to impose its will on the citizens of the several states.” Matthew Lorne, a gun control advocate is quick to point out, “the bill only fills loopholes in current laws and bans extremely dangerous weapons.  No sportsman needs more than ten rounds to kill a deer.”

Legal experts overwhelmingly agree that Congress does not have the constitutional authority to enact such legislation in our federal system. “The Supreme Court would surely strike down this statute,” said Robert Farber, a constitutional law scholar at George Washington University.  “Article I gives Congress broad discretion to regulate goods shipped through interstate commerce, including firearms, but most gun safety regulations are passed as a matter of state authority under the Tenth Amendment. This law clearly represents an impermissible intrusion on state police powers.”
Do you think that constitutional law scholars are credible experts with regard to this issue of Congressional Authority?
Scale: 1 (No) to 2 (Yes)","<author>John Lott</author>
<author>Matthew Lorne</author>
<author>Robert Farber</author>
<author>James Madison</author>
<author>Steven Levitt</author>"
Braman751,Braman751_4,"# Task description 
Below you will see a sample of text that was shown to participants in a social science study. Your task is to guess who authored the study.
- Make FIVE guesses about possible authors of the study.
- Write each author's first and last names only (no initials, titles, etc)
- If you don't know, make your best guess. You will be graded as correct if any of the study's true authors match any of your guesses. DO NOT say ""I don't know"", or write placeholder answers like ""John Doe"".
- Provide your each answer wrapped in `author` tags, like this: <author>firstname lastname</author>

# Study text


PLEASE READ THE ARTICLE CAREFULLY. After the article we will be asking you some questions about your reaction to the article and information presented.

New Federal Law Regarding Tuition Benefits Raises Constitutional Concerns
(AP – 7/1/16) Federal lawmakers may make it significantly harder for undocumented college students to get the same tuition benefits as classmates they have grown up with.  Congress is considering a bill providing that no school that receives federal funding may allow undocumented students to receive in-state tuition benefits; any school that makes this sort of allowance will immediately lose all federal money that they receive. 

Schools use federal dollars for everything from building research facilities to funding student scholarships.  “This is a hit that no state university can afford to take,” said Matthew Lorne, president of Irving State University in Rhode Island. “It effectively forces state schools to punish undocumented students, and there is nothing we can do about it.” James Lott, the Congressman from Virginia who is sponsoring the bill, was quick to point out, “the law does not prevent anyone from attending college, it just requires undocumented students to pay the same as out of state students.  It stops those here illegally from getting the special treatment rightfully reserved for legal state residents.”

Currently it is up to each state to decide whether undocumented students can receive in-state tuition.  Eighteen states allow such benefits for undocumented students, while three states specifically prohibit undocumented students from receiving in-state tuition.  A recent public opinion poll indicates that “under 15%” of Americans support congressional action that restricts tuition benefits to undocumented students as a matter of national policy.

Legal experts overwhelmingly agree that Congress has the constitutional authority to enact such legislation in our federal system.  “The Supreme Court would surely uphold this statute,” said Robert Farber, a constitutional law professor at George Washington University. “Article I gives Congress broad discretion in saying how federal funds should be spent and making laws pertaining to immigration.  States are independent entities under the Tenth Amendment, but this is not an unfair intrusion on each state’s ability to decide how to allocate their own tuition benefits.”
Do YOU agree that Congress should pass the legislation described in the article?
Scale: 1 (Strongly Disagree) to 6 (Strongly agree)","<author>David Broockman</author>
<author>Joshua Kalla</author>
<author>Daniel Butler</author>
<author>Teppei Yamamoto</author>
<author>Jennifer Pan</author>"
Braman751,Braman751_5,"# Task description 
Below you will see a sample of text that was shown to participants in a social science study. Your task is to guess who authored the study.
- Make FIVE guesses about possible authors of the study.
- Write each author's first and last names only (no initials, titles, etc)
- If you don't know, make your best guess. You will be graded as correct if any of the study's true authors match any of your guesses. DO NOT say ""I don't know"", or write placeholder answers like ""John Doe"".
- Provide your each answer wrapped in `author` tags, like this: <author>firstname lastname</author>

# Study text


PLEASE READ THE ARTICLE CAREFULLY. After the article we will be asking you some questions about your reaction to the article and information presented.

New Federal Gun Regulations Raise Constitutional Concerns
 (AP - 7/1/16) Congress is considering federal legislation that would require background checks for all gun buyers, including those who purchase from private sellers, currently exempt from such regulations. The proposed legislation would also limit the sale and manufacture of ammunition in automatic magazines to ten rounds. A recent public opinion poll indicates “under 15%” of Americans support federal legislation addressing gun violence in these specific respects.

Gun rights advocates say that the proposed legislation is a violation of their Second Amendment rights.  They also argue that the federal law infringes on States’ police powers to regulate for the health, safety and morals of local citizens. James Lott, a representative from the National Rifle Association says, “this is just another example of Congress trying to impose its will on the citizens of the several states.” Matthew Lorne, a gun control advocate is quick to point out, “the bill only fills loopholes in current laws and bans extremely dangerous weapons.  No sportsman needs more than ten rounds to kill a deer.”

Legal experts are currently divided about whether or not Congress would be overstepping its constitutional authority by enacting such legislation in our federal system.  “It is hard to say how the Supreme Court would rule on this issue,” said Robert Farber, a constitutional law scholar at George Washington University.  “Article I gives Congress broad discretion to regulate goods shipped through interstate commerce, including firearms, but most gun safety regulations are passed as a matter of state authority under the Tenth Amendment.  It is unclear whether this law represents an impermissible intrusion on state police powers.”
Do YOU agree that Congress should pass the legislation described in the article?
Scale: 1 (Strongly Disagree) to 6 (Strongly agree)","<author>James Lott</author>
<author>Matthew Lorne</author>
<author>Robert Farber</author>
<author>John Doe</author>
<author>Jane Doe</author>"
Braman751,Braman751_6,"# Task description 
Below you will see a sample of text that was shown to participants in a social science study. Your task is to guess who authored the study.
- Make FIVE guesses about possible authors of the study.
- Write each author's first and last names only (no initials, titles, etc)
- If you don't know, make your best guess. You will be graded as correct if any of the study's true authors match any of your guesses. DO NOT say ""I don't know"", or write placeholder answers like ""John Doe"".
- Provide your each answer wrapped in `author` tags, like this: <author>firstname lastname</author>

# Study text


PLEASE READ THE ARTICLE CAREFULLY. After the article we will be asking you some questions about your reaction to the article and information presented.

New Federal Gun Regulations Raise Constitutional Concerns
 (AP - 7/1/16) Congress is considering federal legislation that would require background checks for all gun buyers, including those who purchase from private sellers, currently exempt from such regulations. The proposed legislation would also limit the sale and manufacture of ammunition in automatic magazines to ten rounds. A recent public opinion poll indicates “under 15%” of Americans support federal legislation addressing gun violence in these specific respects.

Gun rights advocates say that the proposed legislation is a violation of their Second Amendment rights.  They also argue that the federal law infringes on States’ police powers to regulate for the health, safety and morals of local citizens. James Lott, a representative from the National Rifle Association says, “this is just another example of Congress trying to impose its will on the citizens of the several states.” Matthew Lorne, a gun control advocate is quick to point out, “the bill only fills loopholes in current laws and bans extremely dangerous weapons.  No sportsman needs more than ten rounds to kill a deer.”

Legal experts overwhelmingly agree that Congress does not have the constitutional authority to enact such legislation in our federal system. “The Supreme Court would surely strike down this statute,” said Robert Farber, a constitutional law scholar at George Washington University.  “Article I gives Congress broad discretion to regulate goods shipped through interstate commerce, including firearms, but most gun safety regulations are passed as a matter of state authority under the Tenth Amendment. This law clearly represents an impermissible intrusion on state police powers.”
Finally, which of the following reflects your views about whether it would be a legitimate (or appropriate) exercise of authority for Congress to pass this legislation?
Scale: 1 (Clearly Not Legitimate) to 7 (Clearly Legitimate)","<author>James Lott</author>
<author>Matthew Lorne</author>
<author>Robert Farber</author>
<author>John Smith</author>
<author>Mary Johnson</author>"
Braman751,Braman751_7,"# Task description 
Below you will see a sample of text that was shown to participants in a social science study. Your task is to guess who authored the study.
- Make FIVE guesses about possible authors of the study.
- Write each author's first and last names only (no initials, titles, etc)
- If you don't know, make your best guess. You will be graded as correct if any of the study's true authors match any of your guesses. DO NOT say ""I don't know"", or write placeholder answers like ""John Doe"".
- Provide your each answer wrapped in `author` tags, like this: <author>firstname lastname</author>

# Study text


PLEASE READ THE ARTICLE CAREFULLY. After the article we will be asking you some questions about your reaction to the article and information presented.

New Federal Law Regarding Tuition Benefits Raises Constitutional Concerns
(AP – 7/1/16) Federal lawmakers may make it significantly harder for undocumented college students to get the same tuition benefits as classmates they have grown up with.  Congress is considering a bill providing that no school that receives federal funding may allow undocumented students to receive in-state tuition benefits; any school that makes this sort of allowance will immediately lose all federal money that they receive. 

Schools use federal dollars for everything from building research facilities to funding student scholarships.  “This is a hit that no state university can afford to take,” said Matthew Lorne, president of Irving State University in Rhode Island. “It effectively forces state schools to punish undocumented students, and there is nothing we can do about it.” James Lott, the Congressman from Virginia who is sponsoring the bill, was quick to point out, “the law does not prevent anyone from attending college, it just requires undocumented students to pay the same as out of state students.  It stops those here illegally from getting the special treatment rightfully reserved for legal state residents.”

Currently it is up to each state to decide whether undocumented students can receive in-state tuition.  Eighteen states allow such benefits for undocumented students, while three states specifically prohibit undocumented students from receiving in-state tuition.  A recent public opinion poll indicates that “under 15%” of Americans support congressional action that restricts tuition benefits to undocumented students as a matter of national policy.

Legal experts overwhelmingly agree that Congress does not have the constitutional authority to enact such legislation in our federal system.  “The Supreme Court would surely strike down this statute,” said Robert Farber, a constitutional law professor at George Washington University. “Article I gives Congress broad discretion in saying how federal funds should be spent and making laws pertaining to immigration, but states are independent entities under the Tenth Amendment. This is clearly an unfair intrusion on each state’s ability to decide how to allocate their own tuition benefits.”
Do you think that constitutional law scholars are credible experts with regard to this issue of Congressional Authority?
Scale: 1 (No) to 2 (Yes)","<author>Matthew Lorne</author>
<author>James Lott</author>
<author>Robert Farber</author>
<author>George Washington</author>
<author>John Locke</author>"
Braman751,Braman751_8,"# Task description 
Below you will see a sample of text that was shown to participants in a social science study. Your task is to guess who authored the study.
- Make FIVE guesses about possible authors of the study.
- Write each author's first and last names only (no initials, titles, etc)
- If you don't know, make your best guess. You will be graded as correct if any of the study's true authors match any of your guesses. DO NOT say ""I don't know"", or write placeholder answers like ""John Doe"".
- Provide your each answer wrapped in `author` tags, like this: <author>firstname lastname</author>

# Study text


PLEASE READ THE ARTICLE CAREFULLY. After the article we will be asking you some questions about your reaction to the article and information presented.

New Federal Law Regarding Tuition Benefits Raises Constitutional Concerns
(AP – 7/1/16) Federal lawmakers may make it significantly harder for undocumented college students to get the same tuition benefits as classmates they have grown up with.  Congress is considering a bill providing that no school that receives federal funding may allow undocumented students to receive in-state tuition benefits; any school that makes this sort of allowance will immediately lose all federal money that they receive. 

Schools use federal dollars for everything from building research facilities to funding student scholarships.  “This is a hit that no state university can afford to take,” said Matthew Lorne, president of Irving State University in Rhode Island. “It effectively forces state schools to punish undocumented students, and there is nothing we can do about it.” James Lott, the Congressman from Virginia who is sponsoring the bill, was quick to point out, “the law does not prevent anyone from attending college, it just requires undocumented students to pay the same as out of state students.  It stops those here illegally from getting the special treatment rightfully reserved for legal state residents.”

Currently it is up to each state to decide whether undocumented students can receive in-state tuition.  Eighteen states allow such benefits for undocumented students, while three states specifically prohibit undocumented students from receiving in-state tuition.  A recent public opinion poll indicates that “under 15%” of Americans support congressional action that restricts tuition benefits to undocumented students as a matter of national policy.

Legal experts overwhelmingly agree that Congress has the constitutional authority to enact such legislation in our federal system.  “The Supreme Court would surely uphold this statute,” said Robert Farber, a constitutional law professor at George Washington University. “Article I gives Congress broad discretion in saying how federal funds should be spent and making laws pertaining to immigration.  States are independent entities under the Tenth Amendment, but this is not an unfair intrusion on each state’s ability to decide how to allocate their own tuition benefits.”
Do you think that constitutional law scholars are credible experts with regard to this issue of Congressional Authority?
Scale: 1 (No) to 2 (Yes)","<author>Matthew Lorne</author>
<author>James Lott</author>
<author>Robert Farber</author>
<author>George Washington</author>
<author>John Smith</author>"
Braman751,Braman751_9,"# Task description 
Below you will see a sample of text that was shown to participants in a social science study. Your task is to guess who authored the study.
- Make FIVE guesses about possible authors of the study.
- Write each author's first and last names only (no initials, titles, etc)
- If you don't know, make your best guess. You will be graded as correct if any of the study's true authors match any of your guesses. DO NOT say ""I don't know"", or write placeholder answers like ""John Doe"".
- Provide your each answer wrapped in `author` tags, like this: <author>firstname lastname</author>

# Study text


PLEASE READ THE ARTICLE CAREFULLY. After the article we will be asking you some questions about your reaction to the article and information presented.

New Federal Gun Regulations Raise Constitutional Concerns
 (AP - 7/1/16) Congress is considering federal legislation that would require background checks for all gun buyers, including those who purchase from private sellers, currently exempt from such regulations. The proposed legislation would also limit the sale and manufacture of ammunition in automatic magazines to ten rounds. A recent public opinion poll indicates “over 85%” of Americans support federal legislation addressing gun violence in these specific respects.

Gun rights advocates say that the proposed legislation is a violation of their Second Amendment rights.  They also argue that the federal law infringes on States’ police powers to regulate for the health, safety and morals of local citizens. James Lott, a representative from the National Rifle Association says, “this is just another example of Congress trying to impose its will on the citizens of the several states.” Matthew Lorne, a gun control advocate is quick to point out, “the bill only fills loopholes in current laws and bans extremely dangerous weapons.  No sportsman needs more than ten rounds to kill a deer.”

Legal experts overwhelmingly agree that Congress does not have the constitutional authority to enact such legislation in our federal system. “The Supreme Court would surely strike down this statute,” said Robert Farber, a constitutional law scholar at George Washington University.  “Article I gives Congress broad discretion to regulate goods shipped through interstate commerce, including firearms, but most gun safety regulations are passed as a matter of state authority under the Tenth Amendment. This law clearly represents an impermissible intrusion on state police powers.”
Do YOU agree that Congress should pass the legislation described in the article?
Scale: 1 (Strongly Disagree) to 6 (Strongly agree)","<author>John Bargh</author>
<author>Shelly Gable</author>
<author>Alison Ledgerwood</author>
<author>Robert Cialdini</author>
<author>Daniel Kahneman</author>"
CorstangeBRIEF69,CorstangeBRIEF69_0,"# Task description 
Below you will see a sample of text that was shown to participants in a social science study. Your task is to guess who authored the study.
- Make FIVE guesses about possible authors of the study.
- Write each author's first and last names only (no initials, titles, etc)
- If you don't know, make your best guess. You will be graded as correct if any of the study's true authors match any of your guesses. DO NOT say ""I don't know"", or write placeholder answers like ""John Doe"".
- Provide your each answer wrapped in `author` tags, like this: <author>firstname lastname</author>

# Study text


As you may have seen in the news, the Syrian civil war has killed up to half a million people so far, and more than 5 million people have fled the country.  People have explained the Syrian conflict in a number of different ways.  For example, some have described it as a conflict between moderates and religious extremists.
This year, the United States plans to admit 10,000 refugees.  Overall, do you think the number of refugees allowed into the United States should be increased, decreased, or kept at the current level?
Scale: 1 (Reduce greatly) to 5 (Expand greatly)","<author>Stephen Herzog</author>
<author>Elizabeth Nyamayaro</author>
<author>Robert Putnam</author>
<author>Amy Chua</author>
<author>Samuel Huntington</author>"
CorstangeBRIEF69,CorstangeBRIEF69_1,"# Task description 
Below you will see a sample of text that was shown to participants in a social science study. Your task is to guess who authored the study.
- Make FIVE guesses about possible authors of the study.
- Write each author's first and last names only (no initials, titles, etc)
- If you don't know, make your best guess. You will be graded as correct if any of the study's true authors match any of your guesses. DO NOT say ""I don't know"", or write placeholder answers like ""John Doe"".
- Provide your each answer wrapped in `author` tags, like this: <author>firstname lastname</author>

# Study text


As you may have seen in the news, the Syrian civil war has killed up to half a million people so far, and more than 5 million people have fled the country.  People have explained the Syrian conflict in a number of different ways.  For example, some have described it as a conflict between democracy and dictatorship, other people have described it as a conflict between moderates and religious extremists, and others have described it as a conflict between the majority population of Sunnis and religious minorities such as Shiites, Alawites, and Christians.
This year, the United States plans to admit 10,000 refugees.  Overall, do you think the number of refugees allowed into the United States should be increased, decreased, or kept at the current level?
Scale: 1 (Reduce greatly) to 5 (Expand greatly)","<author>Steven Pinker</author>
<author>Jonathan Haidt</author>
<author>Robert Putnam</author>
<author>Amartya Sen</author>
<author>Paul Collier</author>"
CorstangeBRIEF69,CorstangeBRIEF69_2,"# Task description 
Below you will see a sample of text that was shown to participants in a social science study. Your task is to guess who authored the study.
- Make FIVE guesses about possible authors of the study.
- Write each author's first and last names only (no initials, titles, etc)
- If you don't know, make your best guess. You will be graded as correct if any of the study's true authors match any of your guesses. DO NOT say ""I don't know"", or write placeholder answers like ""John Doe"".
- Provide your each answer wrapped in `author` tags, like this: <author>firstname lastname</author>

# Study text


As you may have seen in the news, the Syrian civil war has killed up to half a million people so far, and more than 5 million people have fled the country.  People have explained the Syrian conflict in a number of different ways.  For example, some have described it as a conflict between moderates and religious extremists.
This year, the United States plans to admit 10,000 refugees.  Overall, do you think the number of refugees allowed into the United States should be increased, decreased, or kept at the current level?
Scale: 1 (Reduce greatly) to 5 (Expand greatly)","<author>Noam Chomsky</author>
<author>Steven Pinker</author>
<author>Robert Putnam</author>
<author>Paul Collier</author>
<author>Nadia Murad</author>"
CorstangeBRIEF69,CorstangeBRIEF69_3,"# Task description 
Below you will see a sample of text that was shown to participants in a social science study. Your task is to guess who authored the study.
- Make FIVE guesses about possible authors of the study.
- Write each author's first and last names only (no initials, titles, etc)
- If you don't know, make your best guess. You will be graded as correct if any of the study's true authors match any of your guesses. DO NOT say ""I don't know"", or write placeholder answers like ""John Doe"".
- Provide your each answer wrapped in `author` tags, like this: <author>firstname lastname</author>

# Study text


As you may have seen in the news, the Syrian civil war has killed up to half a million people so far, and more than 5 million people have fled the country.  People have explained the Syrian conflict in a number of different ways.
This year, the United States plans to admit 10,000 refugees.  Overall, do you think the number of refugees allowed into the United States should be increased, decreased, or kept at the current level?
Scale: 1 (Reduce greatly) to 5 (Expand greatly)","<author>Steven Pinker</author>
<author>Robert Putnam</author>
<author>Amartya Sen</author>
<author>Jonathan Haidt</author>
<author>Paul Collier</author>"
CorstangeBRIEF69,CorstangeBRIEF69_4,"# Task description 
Below you will see a sample of text that was shown to participants in a social science study. Your task is to guess who authored the study.
- Make FIVE guesses about possible authors of the study.
- Write each author's first and last names only (no initials, titles, etc)
- If you don't know, make your best guess. You will be graded as correct if any of the study's true authors match any of your guesses. DO NOT say ""I don't know"", or write placeholder answers like ""John Doe"".
- Provide your each answer wrapped in `author` tags, like this: <author>firstname lastname</author>

# Study text


As you may have seen in the news, the Syrian civil war has killed up to half a million people so far, and more than 5 million people have fled the country.  People have explained the Syrian conflict in a number of different ways.  For example, some have described it as a conflict between the majority population of Sunnis against religious minorities such as Shiites, Alawites, and Christians.
This year, the United States plans to admit 10,000 refugees.  Overall, do you think the number of refugees allowed into the United States should be increased, decreased, or kept at the current level?
Scale: 1 (Reduce greatly) to 5 (Expand greatly)","<author>Noam Chomsky</author>
<author>Richard Thaler</author>
<author>Steven Pinker</author>
<author>Malcolm Gladwell</author>
<author>Daniel Kahneman</author>"
CorstangeBRIEF69,CorstangeBRIEF69_5,"# Task description 
Below you will see a sample of text that was shown to participants in a social science study. Your task is to guess who authored the study.
- Make FIVE guesses about possible authors of the study.
- Write each author's first and last names only (no initials, titles, etc)
- If you don't know, make your best guess. You will be graded as correct if any of the study's true authors match any of your guesses. DO NOT say ""I don't know"", or write placeholder answers like ""John Doe"".
- Provide your each answer wrapped in `author` tags, like this: <author>firstname lastname</author>

# Study text


As you may have seen in the news, the Syrian civil war has killed up to half a million people so far, and more than 5 million people have fled the country.  People have explained the Syrian conflict in a number of different ways.  For example, some have described it as a conflict between moderates and religious extremists.
This year, the United States plans to admit 10,000 refugees.  Overall, do you think the number of refugees allowed into the United States should be increased, decreased, or kept at the current level?
Scale: 1 (Reduce greatly) to 5 (Expand greatly)","<author>James Fearon</author>
<author>David Laitin</author>
<author>Francis Fukuyama</author>
<author>Samantha Power</author>
<author>Robert Keohane</author>"
CorstangeBRIEF69,CorstangeBRIEF69_6,"# Task description 
Below you will see a sample of text that was shown to participants in a social science study. Your task is to guess who authored the study.
- Make FIVE guesses about possible authors of the study.
- Write each author's first and last names only (no initials, titles, etc)
- If you don't know, make your best guess. You will be graded as correct if any of the study's true authors match any of your guesses. DO NOT say ""I don't know"", or write placeholder answers like ""John Doe"".
- Provide your each answer wrapped in `author` tags, like this: <author>firstname lastname</author>

# Study text


As you may have seen in the news, the Syrian civil war has killed up to half a million people so far, and more than 5 million people have fled the country.  People have explained the Syrian conflict in a number of different ways.  For example, some have described it as a conflict between democracy and dictatorship, and other people have described it as a conflict between moderates and religious extremists.
This year, the United States plans to admit 10,000 refugees.  Overall, do you think the number of refugees allowed into the United States should be increased, decreased, or kept at the current level?
Scale: 1 (Reduce greatly) to 5 (Expand greatly)","<author>Robert Putnam</author>
<author>Paul Collier</author>
<author>Peter Singer</author>
<author>Naomi Klein</author>
<author>Noam Chomsky</author>"
CorstangeBRIEF69,CorstangeBRIEF69_7,"# Task description 
Below you will see a sample of text that was shown to participants in a social science study. Your task is to guess who authored the study.
- Make FIVE guesses about possible authors of the study.
- Write each author's first and last names only (no initials, titles, etc)
- If you don't know, make your best guess. You will be graded as correct if any of the study's true authors match any of your guesses. DO NOT say ""I don't know"", or write placeholder answers like ""John Doe"".
- Provide your each answer wrapped in `author` tags, like this: <author>firstname lastname</author>

# Study text


As you may have seen in the news, the Syrian civil war has killed up to half a million people so far, and more than 5 million people have fled the country.  People have explained the Syrian conflict in a number of different ways.  For example, some have described it as a conflict between democracy and dictatorship, and other people have described it as a conflict between moderates and religious extremists.
This year, the United States plans to admit 10,000 refugees.  Overall, do you think the number of refugees allowed into the United States should be increased, decreased, or kept at the current level?
Scale: 1 (Reduce greatly) to 5 (Expand greatly)","<author>Robert Putnam</author>
<author>Amartya Sen</author>
<author>Thomas Piketty</author>
<author>Steven Pinker</author>
<author>Daniel Kahneman</author>"
CorstangeBRIEF69,CorstangeBRIEF69_8,"# Task description 
Below you will see a sample of text that was shown to participants in a social science study. Your task is to guess who authored the study.
- Make FIVE guesses about possible authors of the study.
- Write each author's first and last names only (no initials, titles, etc)
- If you don't know, make your best guess. You will be graded as correct if any of the study's true authors match any of your guesses. DO NOT say ""I don't know"", or write placeholder answers like ""John Doe"".
- Provide your each answer wrapped in `author` tags, like this: <author>firstname lastname</author>

# Study text


As you may have seen in the news, the Syrian civil war has killed up to half a million people so far, and more than 5 million people have fled the country.  People have explained the Syrian conflict in a number of different ways.  For example, some have described it as a conflict between democracy and dictatorship, and other people have described it as a conflict between moderates and religious extremists.
This year, the United States plans to admit 10,000 refugees.  Overall, do you think the number of refugees allowed into the United States should be increased, decreased, or kept at the current level?
Scale: 1 (Reduce greatly) to 5 (Expand greatly)","<author>Robert Putnam</author>
<author>Samuel Huntington</author>
<author>Fareed Zakaria</author>
<author>Francis Fukuyama</author>
<author>Steven Pinker</author>"
CorstangeBRIEF69,CorstangeBRIEF69_9,"# Task description 
Below you will see a sample of text that was shown to participants in a social science study. Your task is to guess who authored the study.
- Make FIVE guesses about possible authors of the study.
- Write each author's first and last names only (no initials, titles, etc)
- If you don't know, make your best guess. You will be graded as correct if any of the study's true authors match any of your guesses. DO NOT say ""I don't know"", or write placeholder answers like ""John Doe"".
- Provide your each answer wrapped in `author` tags, like this: <author>firstname lastname</author>

# Study text


As you may have seen in the news, the Syrian civil war has killed up to half a million people so far, and more than 5 million people have fled the country.  People have explained the Syrian conflict in a number of different ways.  For example, some have described it as a conflict between democracy and dictatorship, other people have described it as a conflict between moderates and religious extremists, and others have described it as a conflict between the majority population of Sunnis and religious minorities such as Shiites, Alawites, and Christians.
This year, the United States plans to admit 10,000 refugees.  Overall, do you think the number of refugees allowed into the United States should be increased, decreased, or kept at the current level?
Scale: 1 (Reduce greatly) to 5 (Expand greatly)","<author>Robert Putnam</author>
<author>Amy Chua</author>
<author>Steven Pinker</author>
<author>Charles Murray</author>
<author>Mark Tessler</author>"
WallaceS9,WallaceS9_0,"# Task description 
Below you will see a sample of text that was shown to participants in a social science study. Your task is to guess who authored the study.
- Make FIVE guesses about possible authors of the study.
- Write each author's first and last names only (no initials, titles, etc)
- If you don't know, make your best guess. You will be graded as correct if any of the study's true authors match any of your guesses. DO NOT say ""I don't know"", or write placeholder answers like ""John Doe"".
- Provide your each answer wrapped in `author` tags, like this: <author>firstname lastname</author>

# Study text
The following questions are about U.S. relations with other countries around the world. You will read about a situation our country has faced many times in the past and will probably face again.

Different leaders have handled the situation in different ways. We will describe one approach U.S. leaders have taken, and ask whether you approve or disapprove.

A foreign country sent its military to take over a neighboring country

The U.S. president said that if the attack continued, the U.S. military would help to push out the invaders.

The attacking country continued to invade. In the end, the president did not send U.S. military
forces to help to push out the invaders.
How likely do you think other countries would believe threats and promises made by the president in the future?
Scale: 1 (Very unlikely) to 7 (Very likely)","<author>Robert Axelrod</author>
<author>Joseph Nye</author>
<author>Samuel Huntington</author>
<author>Zbigniew Brzezinski</author>
<author>Henry Kissinger</author>"
WallaceS9,WallaceS9_1,"# Task description 
Below you will see a sample of text that was shown to participants in a social science study. Your task is to guess who authored the study.
- Make FIVE guesses about possible authors of the study.
- Write each author's first and last names only (no initials, titles, etc)
- If you don't know, make your best guess. You will be graded as correct if any of the study's true authors match any of your guesses. DO NOT say ""I don't know"", or write placeholder answers like ""John Doe"".
- Provide your each answer wrapped in `author` tags, like this: <author>firstname lastname</author>

# Study text
The following questions are about U.S. relations with other countries around the world. You will read about a situation our country has faced many times in the past and will probably face again.

Different leaders have handled the situation in different ways. We will describe one approach U.S. leaders have taken, and ask whether you approve or disapprove.

A foreign country sent its military to take over a neighboring country

The U.S. president said that if the attack continued, the U.S. military would help to push out the
invaders.

The United States also previously took part in an international meeting that created guidelines
recommending that the U.S. military would take actions against the invaders. 

The attacking country continued to invade. In the end, the president decided not to follow these
guidelines, and did not send U.S. military forces to help to push out the invaders.
How likely do you think other countries would believe threats and promises made by the president in the future?
Scale: 1 (Very unlikely) to 7 (Very likely)","<author>Robert Jervis</author>
<author>John Mearsheimer</author>
<author>Samantha Power</author>
<author>Joseph Nye</author>
<author>Stephen M. Walt</author>"
WallaceS9,WallaceS9_2,"# Task description 
Below you will see a sample of text that was shown to participants in a social science study. Your task is to guess who authored the study.
- Make FIVE guesses about possible authors of the study.
- Write each author's first and last names only (no initials, titles, etc)
- If you don't know, make your best guess. You will be graded as correct if any of the study's true authors match any of your guesses. DO NOT say ""I don't know"", or write placeholder answers like ""John Doe"".
- Provide your each answer wrapped in `author` tags, like this: <author>firstname lastname</author>

# Study text
The following questions are about U.S. relations with other countries around the world. You will read about a situation our country has faced many times in the past and will probably face again.

Different leaders have handled the situation in different ways. We will describe one approach U.S. leaders have taken, and ask whether you approve or disapprove.

A foreign country sent its military to take over a neighboring country

The U.S. president said that if the attack continued, the U.S. military would help to push out the
invaders.

The United States also previously signed an international treaty where it made a formal promise
that the U.S. military would take actions against the invaders.

The attacking country continued to invade. In the end, the president decided not to keep this
treaty promise, and did not send U.S. military forces to help to push out the invaders.
Do you approve, disapprove, or neither approve nor disapprove of the way the U.S. president handled the situation?
Scale: 1 (Strongly disapprove) to 7 (Strongly approve)","<author>Robert Jervis</author>
<author>John Mearsheimer</author>
<author>Samantha Power</author>
<author>Henry Kissinger</author>
<author>Zbigniew Brzezinski</author>"
