study,request_id,prompt,answer
Silverman1035,Silverman1035_3,"# Task description 
Below you will see a sample of text that was shown to participants in a social science study. Your task is to guess who authored the study.
- Guess ONE author of the study- Write the author's first and last names only (no initials, titles, etc)
- If you don't know, make your best guess. You will be graded as correct if any of the study's true authors match your guess. DO NOT say ""I don't know"", or write placeholder answers like ""John Doe"".
- Provide your answer wrapped in `author` tags, like this: <author>firstname lastname</author>

# Study text
The next screens contain some important information for this survey. We appreciate your careful attention to the details in the passage on the next screens. There will be a slight delay in moving past the next screens.  Additionally, you will not be able to go back to the previous screen, so please read the entire passage carefully. Thank you.

<u>New Poll Finds Rising Fears of Terrorism Nationwide</u>

The number of people who say that acts of terrorism against Americans are imminent is up 3% from last year, according to a new poll released this week. In the wake of attacks in San Bernardino, Orlando, Paris, and London, the Pew Research Center found that 63% of Americans think major terrorist attacks are likely to occur soon on American soil. Government officials have echoed these concerns. “We are issuing a new advisory that the terror threat is now elevated across the country,” said Undersecretary for Homeland Security Stephen Krause. “We have to remain vigilant and we have to stay alert. Terrorists can strike anytime, anywhere.”
How worried are you that you will become a victim of terrorism?
Scale: 1 (Not worried at all) to 4 (Very worried)",<author>Stephen Krause</author>
Silverman1035,Silverman1035_4,"# Task description 
Below you will see a sample of text that was shown to participants in a social science study. Your task is to guess who authored the study.
- Guess ONE author of the study- Write the author's first and last names only (no initials, titles, etc)
- If you don't know, make your best guess. You will be graded as correct if any of the study's true authors match your guess. DO NOT say ""I don't know"", or write placeholder answers like ""John Doe"".
- Provide your answer wrapped in `author` tags, like this: <author>firstname lastname</author>

# Study text


<u>New Poll Finds Rising Fears of Terrorism Nationwide</u>

The number of people who say that acts of terrorism against Americans are imminent is up 3% from last year, according to a new poll released this week. In the wake of attacks in San Bernardino, Orlando, Paris, and London, the Pew Research Center found that 63% of Americans think major terrorist attacks are likely to occur soon on American soil. Government officials have echoed these concerns. “We are issuing a new advisory that the terror threat is now elevated across the country,” said Undersecretary for Homeland Security Stephen Krause. “We have to remain vigilant and we have to stay alert. Terrorists can strike anytime, anywhere.”

Taking a Closer Look at the Terror Threat</u>
[SPACE]
Does terrorism really pose a critical threat to us? Below is a figure showing the average American’s risk of death from different sources. Please take a minute to study it closely.
[SPACE]
Threat        Period        Annual Deaths        Annual Risk
Cancer        2009        560,000        1 in 540
Traffic Accidents        2008        34,017        1 in 8,000
Homicide        2006        14,180        1 in 22,000
Natural Disasters        1999-2008        629        1 in 480,000
Home Appliances        Yearly Average        200        1 in 1,500,000
Commercial Aviation        1989-2007        103        1 in 2,900,000
Terrorism        1970-2007        87        1 in 3,500,000
Lightning        2008        42        1 in 7,000,000
Source: Mueller and Stewart 2015
[SPACE]
As can be seen, around 90 Americans are killed each year by terrorism on U.S. soil. This means the risk of being a victim of terrorism in a given year is about 1 in 3.5 million. In comparison, the risk of being killed by cancer is 1 in 540, the risk of being killed in a car accident is 1 in 8,000, and the chance of being killed by your own home appliances is 1 in 1.5 million. These numbers provide some essential context when thinking about the different threats to our public safety.
About how many Americans are killed each year by terrorism on U.S. soil?
Scale: 1 (87) to 3 (87,000)",<author>Stephen Krause</author>
Silverman1035,Silverman1035_5,"# Task description 
Below you will see a sample of text that was shown to participants in a social science study. Your task is to guess who authored the study.
- Guess ONE author of the study- Write the author's first and last names only (no initials, titles, etc)
- If you don't know, make your best guess. You will be graded as correct if any of the study's true authors match your guess. DO NOT say ""I don't know"", or write placeholder answers like ""John Doe"".
- Provide your answer wrapped in `author` tags, like this: <author>firstname lastname</author>

# Study text
The next screens contain some important information for this survey. We appreciate your careful attention to the details in the passage on the next screens. There will be a slight delay in moving past the next screens.  Additionally, you will not be able to go back to the previous screen, so please read the entire passage carefully. Thank you.

<u>New Poll Finds Rising Fears of Terrorism Nationwide</u>

The number of people who say that acts of terrorism against Americans are imminent is up 3% from last year, according to a new poll released this week. In the wake of attacks in San Bernardino, Orlando, Paris, and London, the Pew Research Center found that 63% of Americans think major terrorist attacks are likely to occur soon on American soil. Government officials have echoed these concerns. “We are issuing a new advisory that the terror threat is now elevated across the country,” said Undersecretary for Homeland Security Stephen Krause. “We have to remain vigilant and we have to stay alert. Terrorists can strike anytime, anywhere.”
About how many Americans are killed each year by terrorism on U.S. soil?
Scale: 1 (87) to 3 (87,000)",<author>Stephen Krause</author>
Silverman1035,Silverman1035_6,"# Task description 
Below you will see a sample of text that was shown to participants in a social science study. Your task is to guess who authored the study.
- Guess ONE author of the study- Write the author's first and last names only (no initials, titles, etc)
- If you don't know, make your best guess. You will be graded as correct if any of the study's true authors match your guess. DO NOT say ""I don't know"", or write placeholder answers like ""John Doe"".
- Provide your answer wrapped in `author` tags, like this: <author>firstname lastname</author>

# Study text
The next screens contain some important information for this survey. We appreciate your careful attention to the details in the passage on the next screens. There will be a slight delay in moving past the next screens.  Additionally, you will not be able to go back to the previous screen, so please read the entire passage carefully. Thank you.

<u>New Poll Finds Rising Fears of Terrorism Nationwide</u>

The number of people who say that acts of terrorism against Americans are imminent is up 3% from last year, according to a new poll released this week. In the wake of attacks in San Bernardino, Orlando, Paris, and London, the Pew Research Center found that 63% of Americans think major terrorist attacks are likely to occur soon on American soil. Government officials have echoed these concerns. “We are issuing a new advisory that the terror threat is now elevated across the country,” said Undersecretary for Homeland Security Stephen Krause. “We have to remain vigilant and we have to stay alert. Terrorists can strike anytime, anywhere.”
How likely do you think it is that another terrorist attack causing large numbers of American lives to be lost will happen in the near future?
Scale: 1 (Not likely at all) to 4 (Very likely)",<author>Pew Research Center</author>
Silverman1035,Silverman1035_7,"# Task description 
Below you will see a sample of text that was shown to participants in a social science study. Your task is to guess who authored the study.
- Guess ONE author of the study- Write the author's first and last names only (no initials, titles, etc)
- If you don't know, make your best guess. You will be graded as correct if any of the study's true authors match your guess. DO NOT say ""I don't know"", or write placeholder answers like ""John Doe"".
- Provide your answer wrapped in `author` tags, like this: <author>firstname lastname</author>

# Study text


New Poll Finds Rising Fears of Terrorism Nationwide</u>
[SPACE]
The number of people who say that acts of terrorism against Americans are imminent is up 3% from last year, according to a new poll released this week. In the wake of attacks in San Bernardino, Orlando, Paris, and London, the Pew Research Center found that 63% of Americans think major terrorist attacks are likely to occur soon on American soil. Government officials have echoed these concerns. “We are issuing a new advisory that the terror threat is now elevated across the country,” said Undersecretary for Homeland Security Stephen Krause. “We have to remain vigilant and we have to stay alert. Terrorists can strike anytime, anywhere.”


Taking a Closer Look at the Terror Threat</u>
[SPACE]
Does terrorism really pose a critical threat to us? Below is a figure showing the average American’s risk of death from different sources. Please take a minute to study it closely.
[SPACE]
Threat	Period	Annual Deaths	Annual Risk
Cancer	2009	560,000	1 in 540
Traffic Accidents	2008	34,017	1 in 8,000
Homicide	2006	14,180	1 in 22,000
Natural Disasters	1999-2008	629	1 in 480,000
Home Appliances	Yearly Average	200	1 in 1,500,000
Commercial Aviation	1989-2007	103	1 in 2,900,000
Terrorism	1970-2007	87	1 in 3,500,000
Lightning	2008	42	1 in 7,000,000
Source: Mueller and Stewart 2015
[SPACE]
As can be seen, around 90 Americans are killed each year by terrorism on U.S. soil. This means the risk of being a victim of terrorism in a given year is about 1 in 3.5 million. In comparison, the risk of being killed by cancer is 1 in 540, the risk of being killed in a car accident is 1 in 8,000, and the chance of being killed by your own home appliances is 1 in 1.5 million. These numbers provide some essential context when thinking about the different threats to our public safety.
[SPACE]
Indeed, these facts have been noted by officials. For example, Republican Congressman John Baker stated recently: “The truth is that you are far more likely to be killed by routine, mundane dangers than you are by a terrorist attack. We as Americans need to take a closer look at the risks and choices we face.”
About how many Americans are killed each year by terrorism on U.S. soil?
Scale: 1 (87) to 3 (87,000)",<author>Pew Research Center</author>
Silverman1035,Silverman1035_8,"# Task description 
Below you will see a sample of text that was shown to participants in a social science study. Your task is to guess who authored the study.
- Guess ONE author of the study- Write the author's first and last names only (no initials, titles, etc)
- If you don't know, make your best guess. You will be graded as correct if any of the study's true authors match your guess. DO NOT say ""I don't know"", or write placeholder answers like ""John Doe"".
- Provide your answer wrapped in `author` tags, like this: <author>firstname lastname</author>

# Study text


The number of people who say that acts of terrorism against Americans are imminent is up 3% from last year, according to a new poll released this week. In the wake of attacks in San Bernardino, Orlando, Paris, and London, the Pew Research Center found that 63% of Americans think major terrorist attacks are likely to occur soon on American soil. Government officials have echoed these concerns. “We are issuing a new advisory that the terror threat is now elevated across the country,” said Undersecretary for Homeland Security Stephen Krause. “We have to remain vigilant and we have to stay alert. Terrorists can strike anytime, anywhere.”

Taking a Closer Look at the Terror Threat</u>
[SPACE]
Does terrorism really pose a critical threat to us? Below is a figure showing the average American’s risk of death from different sources. Please take a minute to study it closely.
[SPACE]
Threat	Period	Annual Deaths	Annual Risk
Cancer	2009	560,000	1 in 540
Traffic Accidents	2008	34,017	1 in 8,000
Homicide	2006	14,180	1 in 22,000
Natural Disasters	1999-2008	629	1 in 480,000
Home Appliances	Yearly Average	200	1 in 1,500,000
Commercial Aviation	1989-2007	103	1 in 2,900,000
Terrorism	1970-2007	87	1 in 3,500,000
Lightning	2008	42	1 in 7,000,000
Source: Mueller and Stewart 2015
[SPACE]
As can be seen, around 90 Americans are killed each year by terrorism on U.S. soil. This means the risk of being a victim of terrorism in a given year is about 1 in 3.5 million. In comparison, the risk of being killed by cancer is 1 in 540, the risk of being killed in a car accident is 1 in 8,000, and the chance of being killed by your own home appliances is 1 in 1.5 million. These numbers provide some essential context when thinking about the different threats to our public safety.
[SPACE]
Indeed, these facts have been noted by officials. For example, Democratic Congressman John Baker stated recently: “The truth is that you are far more likely to be killed by routine, mundane dangers than you are by a terrorist attack. We as Americans need to take a closer look at the risks and choices we face.”
About how many Americans are killed each year by terrorism on U.S. soil?
Scale: 1 (87) to 3 (87,000)",<author>John Mueller</author>
Silverman1035,Silverman1035_9,"# Task description 
Below you will see a sample of text that was shown to participants in a social science study. Your task is to guess who authored the study.
- Guess ONE author of the study- Write the author's first and last names only (no initials, titles, etc)
- If you don't know, make your best guess. You will be graded as correct if any of the study's true authors match your guess. DO NOT say ""I don't know"", or write placeholder answers like ""John Doe"".
- Provide your answer wrapped in `author` tags, like this: <author>firstname lastname</author>

# Study text


The number of people who say that acts of terrorism against Americans are imminent is up 3% from last year, according to a new poll released this week. In the wake of attacks in San Bernardino, Orlando, Paris, and London, the Pew Research Center found that 63% of Americans think major terrorist attacks are likely to occur soon on American soil. Government officials have echoed these concerns. “We are issuing a new advisory that the terror threat is now elevated across the country,” said Undersecretary for Homeland Security Stephen Krause. “We have to remain vigilant and we have to stay alert. Terrorists can strike anytime, anywhere.”

Taking a Closer Look at the Terror Threat</u>
[SPACE]
Does terrorism really pose a critical threat to us? Below is a figure showing the average American’s risk of death from different sources. Please take a minute to study it closely.
[SPACE]
Threat	Period	Annual Deaths	Annual Risk
Cancer	2009	560,000	1 in 540
Traffic Accidents	2008	34,017	1 in 8,000
Homicide	2006	14,180	1 in 22,000
Natural Disasters	1999-2008	629	1 in 480,000
Home Appliances	Yearly Average	200	1 in 1,500,000
Commercial Aviation	1989-2007	103	1 in 2,900,000
Terrorism	1970-2007	87	1 in 3,500,000
Lightning	2008	42	1 in 7,000,000
Source: Mueller and Stewart 2015
[SPACE]
As can be seen, around 90 Americans are killed each year by terrorism on U.S. soil. This means the risk of being a victim of terrorism in a given year is about 1 in 3.5 million. In comparison, the risk of being killed by cancer is 1 in 540, the risk of being killed in a car accident is 1 in 8,000, and the chance of being killed by your own home appliances is 1 in 1.5 million. These numbers provide some essential context when thinking about the different threats to our public safety.
[SPACE]
Indeed, these facts have been noted by officials. For example, Democratic Congressman John Baker stated recently: “The truth is that you are far more likely to be killed by routine, mundane dangers than you are by a terrorist attack. We as Americans need to take a closer look at the risks and choices we face.”
How worried are you that you will become a victim of terrorism?
Scale: 1 (Not worried at all) to 4 (Very worried)",<author>Stephen Krause</author>
HankinsonS22,HankinsonS22_0,"# Task description 
Below you will see a sample of text that was shown to participants in a social science study. Your task is to guess who authored the study.
- Guess ONE author of the study- Write the author's first and last names only (no initials, titles, etc)
- If you don't know, make your best guess. You will be graded as correct if any of the study's true authors match your guess. DO NOT say ""I don't know"", or write placeholder answers like ""John Doe"".
- Provide your answer wrapped in `author` tags, like this: <author>firstname lastname</author>

# Study text


Medication-assisted treatment clinics provide help for people with substance abuse problems. They do this by providing needed medication (such as methadone) and follow-up that can keep them off dangerous opioids and prevent deadly overdoses

Would you support the opening of a new medication-assisted treatment clinic for opioid addiction 2 miles (40 minute walk) from your home?
Scale: 1 (Strongly oppose) to 5 (Strongly support)",<author>Robert Putnam</author>
HankinsonS22,HankinsonS22_1,"# Task description 
Below you will see a sample of text that was shown to participants in a social science study. Your task is to guess who authored the study.
- Guess ONE author of the study- Write the author's first and last names only (no initials, titles, etc)
- If you don't know, make your best guess. You will be graded as correct if any of the study's true authors match your guess. DO NOT say ""I don't know"", or write placeholder answers like ""John Doe"".
- Provide your answer wrapped in `author` tags, like this: <author>firstname lastname</author>

# Study text


Medication-assisted treatment clinics provide help for people with substance abuse problems. They do this by providing needed medication (such as methadone) and follow-up that can keep them off dangerous opioids and prevent deadly overdoses

Would you support the opening of a new medication-assisted treatment clinic for opioid addiction 2 miles (40 minute walk) from your home?
Scale: 1 (Strongly oppose) to 5 (Strongly support)",<author>Robert Putnam</author>
HankinsonS22,HankinsonS22_2,"# Task description 
Below you will see a sample of text that was shown to participants in a social science study. Your task is to guess who authored the study.
- Guess ONE author of the study- Write the author's first and last names only (no initials, titles, etc)
- If you don't know, make your best guess. You will be graded as correct if any of the study's true authors match your guess. DO NOT say ""I don't know"", or write placeholder answers like ""John Doe"".
- Provide your answer wrapped in `author` tags, like this: <author>firstname lastname</author>

# Study text


Medication-assisted treatment clinics provide help for people with substance abuse problems. They do this by providing needed medication (such as methadone) and follow-up that can keep them off dangerous opioids and prevent deadly overdoses.

Would you support the opening of a new medication-assisted treatment clinic for opioid addiction a ¼ mile (5 minute walk) from your home?
Scale: 1 (Strongly oppose) to 5 (Strongly support)",<author>Robert Putnam</author>
HankinsonS22,HankinsonS22_3,"# Task description 
Below you will see a sample of text that was shown to participants in a social science study. Your task is to guess who authored the study.
- Guess ONE author of the study- Write the author's first and last names only (no initials, titles, etc)
- If you don't know, make your best guess. You will be graded as correct if any of the study's true authors match your guess. DO NOT say ""I don't know"", or write placeholder answers like ""John Doe"".
- Provide your answer wrapped in `author` tags, like this: <author>firstname lastname</author>

# Study text


Medication-assisted treatment clinics provide help for people with substance abuse problems. They do this by providing needed medication (such as methadone) and follow-up that can keep them off dangerous opioids and prevent deadly overdoses.

Would you support the opening of a new medication-assisted treatment clinic for opioid addiction a ¼ mile (5 minute walk) from your home?
Scale: 1 (Strongly oppose) to 5 (Strongly support)",<author>Robert Putnam</author>
HankinsonS22,HankinsonS22_4,"# Task description 
Below you will see a sample of text that was shown to participants in a social science study. Your task is to guess who authored the study.
- Guess ONE author of the study- Write the author's first and last names only (no initials, titles, etc)
- If you don't know, make your best guess. You will be graded as correct if any of the study's true authors match your guess. DO NOT say ""I don't know"", or write placeholder answers like ""John Doe"".
- Provide your answer wrapped in `author` tags, like this: <author>firstname lastname</author>

# Study text


Medication-assisted treatment clinics provide help for people with substance abuse problems. They do this by providing needed medication (such as methadone) and follow-up that can keep them off dangerous opioids and prevent deadly overdoses.

Would you support the opening of a new medication-assisted treatment clinic for opioid addiction a ¼ mile (5 minute walk) from your home?
Scale: 1 (Strongly oppose) to 5 (Strongly support)",<author>Robert Putnam</author>
HankinsonS22,HankinsonS22_5,"# Task description 
Below you will see a sample of text that was shown to participants in a social science study. Your task is to guess who authored the study.
- Guess ONE author of the study- Write the author's first and last names only (no initials, titles, etc)
- If you don't know, make your best guess. You will be graded as correct if any of the study's true authors match your guess. DO NOT say ""I don't know"", or write placeholder answers like ""John Doe"".
- Provide your answer wrapped in `author` tags, like this: <author>firstname lastname</author>

# Study text


Medication-assisted treatment clinics provide help for people with substance abuse problems. They do this by providing needed medication (such as methadone) and follow-up that can keep them off dangerous opioids and prevent deadly overdoses.

Would you support the opening of a new medication-assisted treatment clinic for opioid addiction a ¼ mile (5 minute walk) from your home?
Scale: 1 (Strongly oppose) to 5 (Strongly support)",<author>Robert Putnam</author>
HankinsonS22,HankinsonS22_6,"# Task description 
Below you will see a sample of text that was shown to participants in a social science study. Your task is to guess who authored the study.
- Guess ONE author of the study- Write the author's first and last names only (no initials, titles, etc)
- If you don't know, make your best guess. You will be graded as correct if any of the study's true authors match your guess. DO NOT say ""I don't know"", or write placeholder answers like ""John Doe"".
- Provide your answer wrapped in `author` tags, like this: <author>firstname lastname</author>

# Study text


Medication-assisted treatment clinics provide help for people with substance abuse problems. They do this by providing needed medication (such as methadone) and follow-up that can keep them off dangerous opioids and prevent deadly overdoses

Would you support the opening of a new medication-assisted treatment clinic for opioid addiction 2 miles (40 minute walk) from your home?
Scale: 1 (Strongly oppose) to 5 (Strongly support)",<author>Robert Putnam</author>
HankinsonS22,HankinsonS22_7,"# Task description 
Below you will see a sample of text that was shown to participants in a social science study. Your task is to guess who authored the study.
- Guess ONE author of the study- Write the author's first and last names only (no initials, titles, etc)
- If you don't know, make your best guess. You will be graded as correct if any of the study's true authors match your guess. DO NOT say ""I don't know"", or write placeholder answers like ""John Doe"".
- Provide your answer wrapped in `author` tags, like this: <author>firstname lastname</author>

# Study text


Medication-assisted treatment clinics provide help for people with substance abuse problems. They do this by providing needed medication (such as methadone) and follow-up that can keep them off dangerous opioids and prevent deadly overdoses

Would you support the opening of a new medication-assisted treatment clinic for opioid addiction 2 miles (40 minute walk) from your home?
Scale: 1 (Strongly oppose) to 5 (Strongly support)",<author>Robert Putnam</author>
HankinsonS22,HankinsonS22_8,"# Task description 
Below you will see a sample of text that was shown to participants in a social science study. Your task is to guess who authored the study.
- Guess ONE author of the study- Write the author's first and last names only (no initials, titles, etc)
- If you don't know, make your best guess. You will be graded as correct if any of the study's true authors match your guess. DO NOT say ""I don't know"", or write placeholder answers like ""John Doe"".
- Provide your answer wrapped in `author` tags, like this: <author>firstname lastname</author>

# Study text


Medication-assisted treatment clinics provide help for people with substance abuse problems. They do this by providing needed medication (such as methadone) and follow-up that can keep them off dangerous opioids and prevent deadly overdoses.

Would you support the opening of a new medication-assisted treatment clinic for opioid addiction a ¼ mile (5 minute walk) from your home?
Scale: 1 (Strongly oppose) to 5 (Strongly support)",<author>Robert Putnam</author>
HankinsonS22,HankinsonS22_9,"# Task description 
Below you will see a sample of text that was shown to participants in a social science study. Your task is to guess who authored the study.
- Guess ONE author of the study- Write the author's first and last names only (no initials, titles, etc)
- If you don't know, make your best guess. You will be graded as correct if any of the study's true authors match your guess. DO NOT say ""I don't know"", or write placeholder answers like ""John Doe"".
- Provide your answer wrapped in `author` tags, like this: <author>firstname lastname</author>

# Study text


Medication-assisted treatment clinics provide help for people with substance abuse problems. They do this by providing needed medication (such as methadone) and follow-up that can keep them off dangerous opioids and prevent deadly overdoses.

Would you support the opening of a new medication-assisted treatment clinic for opioid addiction a ¼ mile (5 minute walk) from your home?
Scale: 1 (Strongly oppose) to 5 (Strongly support)",<author>Robert Putnam</author>
Harbridge-Yong1032,Harbridge-Yong1032_0,"# Task description 
Below you will see a sample of text that was shown to participants in a social science study. Your task is to guess who authored the study.
- Guess ONE author of the study- Write the author's first and last names only (no initials, titles, etc)
- If you don't know, make your best guess. You will be graded as correct if any of the study's true authors match your guess. DO NOT say ""I don't know"", or write placeholder answers like ""John Doe"".
- Provide your answer wrapped in `author` tags, like this: <author>firstname lastname</author>

# Study text
We would like you to read a brief news story from a few years ago about Congress. Please be sure to read the ENTIRE ARTICLE before continuing with the survey</u>. After you read the article, we will ask you several questions about what you read.

Please click the ‘Continue’ button below to read the story.

After months of negotiation, Congress passed an energy bill. The bill passed through Congress on a mostly party-line vote, with support coming from Democrats and opposition from Republicans.

The bill would increase energy production through expansion of renewable energy sources like wind and solar “farms,” as well as modernize our energy infrastructure to better accommodate wind and solar power. 

When bringing this bill up for a vote, congressional leaders from the Democratic majority knew that they were unlikely to attract much Republican support.

An alternative bill, proposed by House Democrats and Republicans and with broad bipartisan support among members in both chambers, died in committee and was not brought up for floor consideration or a vote.

A core difference between the bipartisan bill and the bill the majority party pursued was that the bipartisan bill would have made pipeline approvals easier for oil and liquefied natural gas, as well as modernized our energy infrastructure to better accommodate oil and liquefied natural gas. 

One representative seemed resigned to the fact that the Democratic Party would not bring the bipartisan proposal to the floor for consideration. “The majority party controls the agenda and determines which bills receive votes and which bills die. When they can get things done with votes from only their side of the aisle, they choose to ignore alternative proposals.”
How fair would you say the legislative process described in this article was?
Scale: 1 (Extremely unfair) to 7 (Extremely Fair)",<author>John Doe</author>
Harbridge-Yong1032,Harbridge-Yong1032_1,"# Task description 
Below you will see a sample of text that was shown to participants in a social science study. Your task is to guess who authored the study.
- Guess ONE author of the study- Write the author's first and last names only (no initials, titles, etc)
- If you don't know, make your best guess. You will be graded as correct if any of the study's true authors match your guess. DO NOT say ""I don't know"", or write placeholder answers like ""John Doe"".
- Provide your answer wrapped in `author` tags, like this: <author>firstname lastname</author>

# Study text
We would like you to read a brief news story from a few years ago about Congress. Please be sure to read the ENTIRE ARTICLE before continuing with the survey</u>. After you read the article, we will ask you several questions about what you read.

Please click the ‘Continue’ button below to read the story.

After months of negotiation, Congress passed an energy bill. The bill passed through Congress on a mostly party-line vote, with support coming from Republicans and opposition from Democrats. 

The bill would make pipeline approvals easier for oil and liquefied natural gas, as well as modernize our energy infrastructure to better accommodate oil and liquefied natural gas.

When bringing this bill up for a vote, congressional leaders from the Republican majority knew that they were unlikely to attract much Democratic support.

An alternative bill, proposed by House Democrats and with broad support among Democrats in both chambers, died in committee and was not brought up for floor consideration or a vote.

A core difference between the Democratic bill and the bill the majority party pursued was that the Democratic bill would have increased the federal gas tax by 15 cents per gallon. 

One Democrat seemed resigned to the fact that the Republican Party would not bring the Democratic proposal to the floor for consideration. “The majority party controls the agenda and determines which bills receive votes and which bills die. When they can get things done with votes from only their side of the aisle, they choose to ignore alternative proposals.”
In the article you just read, what did you think of the bill that was proposed and passed by the majority party?
Scale: 1 (Strongly oppose it) to 7 (Strongly Support it)",<author>John Zaller</author>
Harbridge-Yong1032,Harbridge-Yong1032_2,"# Task description 
Below you will see a sample of text that was shown to participants in a social science study. Your task is to guess who authored the study.
- Guess ONE author of the study- Write the author's first and last names only (no initials, titles, etc)
- If you don't know, make your best guess. You will be graded as correct if any of the study's true authors match your guess. DO NOT say ""I don't know"", or write placeholder answers like ""John Doe"".
- Provide your answer wrapped in `author` tags, like this: <author>firstname lastname</author>

# Study text
We would like you to read a brief news story from a few years ago about Congress. Please be sure to read the ENTIRE ARTICLE before continuing with the survey</u>. After you read the article, we will ask you several questions about what you read.

Please click the ‘Continue’ button below to read the story.

After months of negotiation, Congress passed an energy bill. The bill passed through Congress on a mostly party-line vote, with support coming from Republicans and opposition from Democrats. 

The bill would make pipeline approvals easier for oil and liquefied natural gas, as well as modernize our energy infrastructure to better accommodate oil and liquefied natural gas.

When bringing this bill up for a vote, congressional leaders from the Republican majority knew that they were unlikely to attract much Democratic support.

An alternative bill, proposed by House Democrats and Republicans and with broad bipartisan support among members in both chambers, died in committee and was not brought up for floor consideration or a vote.

A core difference between the bipartisan bill and the bill the majority party pursued was that the bipartisan bill would have increased energy production through expansion of renewable energy sources like wind and solar “farms,” as well as modernized our energy infrastructure to better accommodate wind and solar power. 

One representative seemed resigned to the fact that the Party would not bring the bipartisan proposal to the floor for consideration. “The majority party controls the agenda and determines which bills receive votes and which bills die. When they can get things done with votes from only their side of the aisle, they choose to ignore alternative proposals.”
How fair would you say the legislative process described in this article was?
Scale: 1 (Extremely unfair) to 7 (Extremely Fair)",<author>John Zaller</author>
Harbridge-Yong1032,Harbridge-Yong1032_3,"# Task description 
Below you will see a sample of text that was shown to participants in a social science study. Your task is to guess who authored the study.
- Guess ONE author of the study- Write the author's first and last names only (no initials, titles, etc)
- If you don't know, make your best guess. You will be graded as correct if any of the study's true authors match your guess. DO NOT say ""I don't know"", or write placeholder answers like ""John Doe"".
- Provide your answer wrapped in `author` tags, like this: <author>firstname lastname</author>

# Study text
We would like you to read a brief news story from a few years ago about Congress. Please be sure to read the ENTIRE ARTICLE before continuing with the survey</u>. After you read the article, we will ask you several questions about what you read.

Please click the ‘Continue’ button below to read the story.

After months of negotiation, Congress passed an energy bill. The bill passed through Congress on a mostly party-line vote, with support coming from Republicans and opposition from Democrats. 

The bill would make pipeline approvals easier for oil and liquefied natural gas, as well as modernize our energy infrastructure to better accommodate oil and liquefied natural gas.

When bringing this bill up for a vote, congressional leaders from the Republican majority knew that they were unlikely to attract much Democratic support.

An alternative bill, proposed by House Democrats and with broad support among Democrats in both chambers, died in committee and was not brought up for floor consideration or a vote.

A core difference between the Democratic bill and the bill the majority party pursued was that the Democratic bill would have increased the federal gas tax by 15 cents per gallon. 

One Democrat seemed resigned to the fact that the Republican Party would not bring the Democratic proposal to the floor for consideration. “The majority party controls the agenda and determines which bills receive votes and which bills die. When they can get things done with votes from only their side of the aisle, they choose to ignore alternative proposals.”
How fair would you say the legislative process described in this article was?
Scale: 1 (Extremely unfair) to 7 (Extremely Fair)",<author>John Zaller</author>
Harbridge-Yong1032,Harbridge-Yong1032_4,"# Task description 
Below you will see a sample of text that was shown to participants in a social science study. Your task is to guess who authored the study.
- Guess ONE author of the study- Write the author's first and last names only (no initials, titles, etc)
- If you don't know, make your best guess. You will be graded as correct if any of the study's true authors match your guess. DO NOT say ""I don't know"", or write placeholder answers like ""John Doe"".
- Provide your answer wrapped in `author` tags, like this: <author>firstname lastname</author>

# Study text
We would like you to read a brief news story from a few years ago about Congress. Please be sure to read the ENTIRE ARTICLE before continuing with the survey</u>. After you read the article, we will ask you several questions about what you read.

Please click the ‘Continue’ button below to read the story.

After months of negotiation, Congress passed an energy bill. The bill passed through Congress on a mostly party-line vote, with support coming from Republicans and opposition from Democrats. 

The bill would make pipeline approvals easier for oil and liquefied natural gas, as well as modernize our energy infrastructure to better accommodate oil and liquefied natural gas.

When bringing this bill up for a vote, congressional leaders from the Republican majority knew that they were unlikely to attract much Democratic support.

An alternative bill, proposed by House Democrats and Republicans and with broad bipartisan support among members in both chambers, died in committee and was not brought up for floor consideration or a vote.

A core difference between the bipartisan bill and the bill the majority party pursued was that the bipartisan bill would have increased the federal gas tax by 15 cents per gallon. 

One representative seemed resigned to the fact that the Republican Party would not bring the bipartisan proposal to the floor for consideration. “The majority party controls the agenda and determines which bills receive votes and which bills die. When they can get things done with votes from only their side of the aisle, they choose to ignore alternative proposals.”
How fair would you say the legislative process described in this article was?
Scale: 1 (Extremely unfair) to 7 (Extremely Fair)",<author>John Zaller</author>
